ProductID,Name,Subcategory,Category,Model,Description,StandardCost,Selling_Price,ProductLine,SellStartDate,SellEndDate
835,"ML Road Frame-W - Yellow, 44",Road Frames,Components,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",360.9428,594.83,"R ",30-05-2012,NULL
836,"ML Road Frame-W - Yellow, 48",Road Frames,Components,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",360.9428,594.83,"R ",30-05-2012,NULL
837,"HL Road Frame - Black, 62",Road Frames,Components,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,868.6342,1431.50,"R ",30-05-2012,NULL
838,"HL Road Frame - Black, 44",Road Frames,Components,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,868.6342,1431.50,"R ",30-05-2012,NULL
839,"HL Road Frame - Black, 48",Road Frames,Components,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,868.6342,1431.50,"R ",30-05-2012,NULL
840,"HL Road Frame - Black, 52",Road Frames,Components,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,868.6342,1431.50,"R ",30-05-2012,NULL
841,"Men's Sports Shorts, S",Shorts,Clothing,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,24.7459,59.99,"S ",30-05-2012,29-05-2013
842,"Touring-Panniers, Large",Panniers,Accessories,Touring-Panniers,"Durable, water-proof nylon construction with easy access. Large enough for weekend trips.",51.5625,125.00,"T ",30-05-2012,29-05-2013
843,Cable Lock,Locks,Accessories,Cable Lock,"Wraps to fit front and rear tires, carrier and 2 keys included.",10.3125,25.00,"S ",30-05-2012,29-05-2013
844,Minipump,Pumps,Accessories,Minipump,Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.,8.2459,19.99,"S ",30-05-2012,29-05-2013
845,Mountain Pump,Pumps,Accessories,Mountain Pump,Simple and light-weight. Emergency patches stored in handle.,10.3084,24.99,"M ",30-05-2012,29-05-2013
846,Taillights - Battery-Powered,Lights,Accessories,Taillight,Affordable light for safe night riding - uses 3 AAA batteries,5.7709,13.99,"R ",30-05-2012,29-05-2013
847,Headlights - Dual-Beam,Lights,Accessories,Headlights - Dual-Beam,Rechargeable dual-beam headlight.,14.4334,34.99,"R ",30-05-2012,29-05-2013
848,Headlights - Weatherproof,Lights,Accessories,Headlights - Weatherproof,Rugged weatherproof headlight.,18.5584,44.99,"R ",30-05-2012,29-05-2013
849,"Men's Sports Shorts, M",Shorts,Clothing,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,24.7459,59.99,"S ",30-05-2012,29-05-2013
850,"Men's Sports Shorts, L",Shorts,Clothing,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,24.7459,59.99,"S ",30-05-2012,29-05-2013
851,"Men's Sports Shorts, XL",Shorts,Clothing,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,24.7459,59.99,"S ",30-05-2012,29-05-2013
852,"Women's Tights, S",Tights,Clothing,Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,30.9334,74.99,"S ",30-05-2012,29-05-2013
853,"Women's Tights, M",Tights,Clothing,Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,30.9334,74.99,"S ",30-05-2012,29-05-2013
854,"Women's Tights, L",Tights,Clothing,Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,30.9334,74.99,"S ",30-05-2012,29-05-2013
855,"Men's Bib-Shorts, S",Bib-Shorts,Clothing,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",37.1209,89.99,"S ",30-05-2012,29-05-2013
856,"Men's Bib-Shorts, M",Bib-Shorts,Clothing,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",37.1209,89.99,"S ",30-05-2012,29-05-2013
857,"Men's Bib-Shorts, L",Bib-Shorts,Clothing,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",37.1209,89.99,"S ",30-05-2012,29-05-2013
858,"Half-Finger Gloves, S",Gloves,Clothing,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",9.1593,24.49,"S ",30-05-2012,NULL
859,"Half-Finger Gloves, M",Gloves,Clothing,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",9.1593,24.49,"S ",30-05-2012,NULL
860,"Half-Finger Gloves, L",Gloves,Clothing,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",9.1593,24.49,"S ",30-05-2012,NULL
861,"Full-Finger Gloves, S",Gloves,Clothing,Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",15.6709,37.99,"M ",30-05-2012,29-05-2013
862,"Full-Finger Gloves, M",Gloves,Clothing,Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",15.6709,37.99,"M ",30-05-2012,29-05-2013
863,"Full-Finger Gloves, L",Gloves,Clothing,Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",15.6709,37.99,"M ",30-05-2012,29-05-2013
864,"Classic Vest, S",Vests,Clothing,Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",23.749,63.50,"S ",30-05-2013,NULL
865,"Classic Vest, M",Vests,Clothing,Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",23.749,63.50,"S ",30-05-2013,NULL
866,"Classic Vest, L",Vests,Clothing,Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",23.749,63.50,"S ",30-05-2013,NULL
867,"Women's Mountain Shorts, S",Shorts,Clothing,Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",26.1763,69.99,"M ",30-05-2013,NULL
868,"Women's Mountain Shorts, M",Shorts,Clothing,Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",26.1763,69.99,"M ",30-05-2013,NULL
869,"Women's Mountain Shorts, L",Shorts,Clothing,Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",26.1763,69.99,"M ",30-05-2013,NULL
870,Water Bottle - 30 oz.,Bottles and Cages,Accessories,Water Bottle,AWC logo water bottle - holds 30 oz; leak-proof.,1.8663,4.99,"S ",30-05-2013,NULL
871,Mountain Bottle Cage,Bottles and Cages,Accessories,Mountain Bottle Cage,Tough aluminum cage holds bottle securly on tough terrain.,3.7363,9.99,"M ",30-05-2013,NULL
872,Road Bottle Cage,Bottles and Cages,Accessories,Road Bottle Cage,Aluminum cage is lighter than our mountain version; perfect for long distance trips.,3.3623,8.99,"R ",30-05-2013,NULL
873,Patch Kit/8 Patches,Tires and Tubes,Accessories,Patch kit,"Includes 8 different size patches, glue and sandpaper.",0.8565,2.29,"S ",30-05-2013,NULL
874,"Racing Socks, M",Socks,Clothing,Racing Socks,"Thin, lightweight and durable with cuffs that stay up.",3.3623,8.99,"R ",30-05-2013,NULL
875,"Racing Socks, L",Socks,Clothing,Racing Socks,"Thin, lightweight and durable with cuffs that stay up.",3.3623,8.99,"R ",30-05-2013,NULL
876,Hitch Rack - 4-Bike,Bike Racks,Accessories,Hitch Rack - 4-Bike,"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.",44.88,120.00,"S ",30-05-2013,NULL
877,Bike Wash - Dissolver,Cleaners,Accessories,Bike Wash,"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.",2.9733,7.95,"S ",30-05-2013,NULL
878,Fender Set - Mountain,Fenders,Accessories,Fender Set - Mountain,Clip-on fenders fit most mountain bikes.,8.2205,21.98,"M ",30-05-2013,NULL
879,All-Purpose Bike Stand,Bike Stands,Accessories,All-Purpose Bike Stand,Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.,59.466,159.00,"M ",30-05-2013,NULL
880,Hydration Pack - 70 oz.,Hydration Packs,Accessories,Hydration Pack,"Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.",20.5663,54.99,"S ",30-05-2013,NULL
881,"Short-Sleeve Classic Jersey, S",Jerseys,Clothing,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",41.5723,53.99,"S ",30-05-2013,NULL
882,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",41.5723,53.99,"S ",30-05-2013,NULL
883,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",41.5723,53.99,"S ",30-05-2013,NULL
884,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",41.5723,53.99,"S ",30-05-2013,NULL
885,"HL Touring Frame - Yellow, 60",Touring Frames,Components,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,601.7437,1003.91,"T ",30-05-2013,NULL
886,"LL Touring Frame - Yellow, 62",Touring Frames,Components,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,199.8519,333.42,"T ",30-05-2013,NULL
887,"HL Touring Frame - Yellow, 46",Touring Frames,Components,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,601.7437,1003.91,"T ",30-05-2013,NULL
888,"HL Touring Frame - Yellow, 50",Touring Frames,Components,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,601.7437,1003.91,"T ",30-05-2013,NULL
889,"HL Touring Frame - Yellow, 54",Touring Frames,Components,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,601.7437,1003.91,"T ",30-05-2013,NULL
890,"HL Touring Frame - Blue, 46",Touring Frames,Components,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,601.7437,1003.91,"T ",30-05-2013,NULL
891,"HL Touring Frame - Blue, 50",Touring Frames,Components,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,601.7437,1003.91,"T ",30-05-2013,NULL
892,"HL Touring Frame - Blue, 54",Touring Frames,Components,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,601.7437,1003.91,"T ",30-05-2013,NULL
893,"HL Touring Frame - Blue, 60",Touring Frames,Components,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,601.7437,1003.91,"T ",30-05-2013,NULL
894,Rear Derailleur,Derailleurs,Components,Rear Derailleur,Wide-link design.,53.9282,121.46,NULL,30-05-2013,NULL
895,"LL Touring Frame - Blue, 50",Touring Frames,Components,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,199.8519,333.42,"T ",30-05-2013,NULL
896,"LL Touring Frame - Blue, 54",Touring Frames,Components,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,199.8519,333.42,"T ",30-05-2013,NULL
897,"LL Touring Frame - Blue, 58",Touring Frames,Components,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,199.8519,333.42,"T ",30-05-2013,NULL
898,"LL Touring Frame - Blue, 62",Touring Frames,Components,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,199.8519,333.42,"T ",30-05-2013,NULL
899,"LL Touring Frame - Yellow, 44",Touring Frames,Components,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,199.8519,333.42,"T ",30-05-2013,NULL
900,"LL Touring Frame - Yellow, 50",Touring Frames,Components,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,199.8519,333.42,"T ",30-05-2013,NULL
901,"LL Touring Frame - Yellow, 54",Touring Frames,Components,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,199.8519,333.42,"T ",30-05-2013,NULL
902,"LL Touring Frame - Yellow, 58",Touring Frames,Components,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,199.8519,333.42,"T ",30-05-2013,NULL
903,"LL Touring Frame - Blue, 44",Touring Frames,Components,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,199.8519,333.42,"T ",30-05-2013,NULL
904,"ML Mountain Frame-W - Silver, 40",Mountain Frames,Components,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,199.3757,364.09,"M ",30-05-2013,NULL
905,"ML Mountain Frame-W - Silver, 42",Mountain Frames,Components,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,199.3757,364.09,"M ",30-05-2013,NULL
906,"ML Mountain Frame-W - Silver, 46",Mountain Frames,Components,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,199.3757,364.09,"M ",30-05-2013,NULL
908,LL Mountain Seat/Saddle,Saddles,Components,LL Mountain Seat/Saddle 2,Synthetic leather. Features gel for increased comfort.,12.0413,27.12,"M ",30-05-2013,NULL
909,ML Mountain Seat/Saddle,Saddles,Components,ML Mountain Seat/Saddle 2,Designed to absorb shock.,17.3782,39.14,"M ",30-05-2013,NULL
910,HL Mountain Seat/Saddle,Saddles,Components,HL Mountain Seat/Saddle 2,Anatomic design for a full-day of riding in comfort. Durable leather.,23.3722,52.64,"M ",30-05-2013,NULL
911,LL Road Seat/Saddle,Saddles,Components,LL Road Seat/Saddle 1,Lightweight foam-padded saddle.,12.0413,27.12,"R ",30-05-2013,NULL
912,ML Road Seat/Saddle,Saddles,Components,ML Road Seat/Saddle 2,Rubber bumpers absorb bumps.,17.3782,39.14,"T ",30-05-2013,NULL
913,HL Road Seat/Saddle,Saddles,Components,HL Road Seat/Saddle 2,Lightweight kevlar racing saddle. Leather.,23.3722,52.64,"R ",30-05-2013,NULL
914,LL Touring Seat/Saddle,Saddles,Components,LL Touring Seat/Saddle,"Comfortable, ergonomically shaped gel saddle.",12.0413,27.12,"T ",30-05-2013,NULL
915,ML Touring Seat/Saddle,Saddles,Components,ML Touring Seat/Saddle,New design relieves pressure for long rides.,17.3782,39.14,"T ",30-05-2013,NULL
916,HL Touring Seat/Saddle,Saddles,Components,HL Touring Seat/Saddle,Cut-out shell for a more comfortable ride.,23.3722,52.64,"T ",30-05-2013,NULL
917,"LL Mountain Frame - Silver, 42",Mountain Frames,Components,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",144.5938,264.05,"M ",30-05-2013,NULL
918,"LL Mountain Frame - Silver, 44",Mountain Frames,Components,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",144.5938,264.05,"M ",30-05-2013,NULL
919,"LL Mountain Frame - Silver, 48",Mountain Frames,Components,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",144.5938,264.05,"M ",30-05-2013,NULL
920,"LL Mountain Frame - Silver, 52",Mountain Frames,Components,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",144.5938,264.05,"M ",30-05-2013,NULL
921,Mountain Tire Tube,Tires and Tubes,Accessories,Mountain Tire Tube,Self-sealing tube.,1.8663,4.99,"M ",30-05-2013,NULL
922,Road Tire Tube,Tires and Tubes,Accessories,Road Tire Tube,Conventional all-purpose tube.,1.4923,3.99,"R ",30-05-2013,NULL
923,Touring Tire Tube,Tires and Tubes,Accessories,Touring Tire Tube,General purpose tube.,1.8663,4.99,"T ",30-05-2013,NULL
924,"LL Mountain Frame - Black, 42",Mountain Frames,Components,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",136.785,249.79,"M ",30-05-2013,NULL
925,"LL Mountain Frame - Black, 44",Mountain Frames,Components,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",136.785,249.79,"M ",30-05-2013,NULL
926,"LL Mountain Frame - Black, 48",Mountain Frames,Components,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",136.785,249.79,"M ",30-05-2013,NULL
927,"LL Mountain Frame - Black, 52",Mountain Frames,Components,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",136.785,249.79,"M ",30-05-2013,NULL
928,LL Mountain Tire,Tires and Tubes,Accessories,LL Mountain Tire,"Comparible traction, less expensive wire bead casing.",9.3463,24.99,"M ",30-05-2013,NULL
929,ML Mountain Tire,Tires and Tubes,Accessories,ML Mountain Tire,"Great traction, high-density rubber.",11.2163,29.99,"M ",30-05-2013,NULL
930,HL Mountain Tire,Tires and Tubes,Accessories,HL Mountain Tire,"Incredible traction, lightweight carbon reinforced.",13.09,35.00,"M ",30-05-2013,NULL
931,LL Road Tire,Tires and Tubes,Accessories,LL Road Tire,Same great treads as more expensive tire with a less expensive wire bead casing.,8.0373,21.49,"R ",30-05-2013,NULL
932,ML Road Tire,Tires and Tubes,Accessories,ML Road Tire,Higher density rubber.,9.3463,24.99,"R ",30-05-2013,NULL
933,HL Road Tire,Tires and Tubes,Accessories,HL Road Tire,Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.,12.1924,32.60,"R ",30-05-2013,NULL
934,Touring Tire,Tires and Tubes,Accessories,Touring Tire,High-density rubber.,10.8423,28.99,"T ",30-05-2013,NULL
935,LL Mountain Pedal,Pedals,Components,LL Mountain Pedal,Expanded platform so you can ride in any shoes; great for all-around riding.,17.9776,40.49,"M ",30-05-2013,NULL
936,ML Mountain Pedal,Pedals,Components,ML Mountain Pedal,"Lightweight, durable, clipless pedal with adjustable tension.",27.568,62.09,"M ",30-05-2013,NULL
937,HL Mountain Pedal,Pedals,Components,HL Mountain Pedal,Stainless steel; designed to shed mud easily.,35.9596,80.99,"M ",30-05-2013,NULL
938,LL Road Pedal,Pedals,Components,LL Road Pedal,Clipless pedals - aluminum.,17.9776,40.49,"R ",30-05-2013,NULL
939,ML Road Pedal,Pedals,Components,ML Road Pedal,Lightweight aluminum alloy construction.,27.568,62.09,"R ",30-05-2013,NULL
940,HL Road Pedal,Pedals,Components,HL Road Pedal,Top-of-the-line clipless pedals with adjustable tension.,35.9596,80.99,"R ",30-05-2013,NULL
941,Touring Pedal,Pedals,Components,Touring Pedal,A stable pedal for all-day riding.,35.9596,80.99,"T ",30-05-2013,NULL
942,"ML Mountain Frame-W - Silver, 38",Mountain Frames,Components,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,199.3757,364.09,"M ",30-05-2013,NULL
943,"LL Mountain Frame - Black, 40",Mountain Frames,Components,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",136.785,249.79,"M ",30-05-2013,NULL
944,"LL Mountain Frame - Silver, 40",Mountain Frames,Components,LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",144.5938,264.05,"M ",30-05-2013,NULL
945,Front Derailleur,Derailleurs,Components,Front Derailleur,Wide-link design.,40.6216,91.49,NULL,30-05-2013,NULL
946,LL Touring Handlebars,Handlebars,Components,LL Touring Handlebars,Unique shape reduces fatigue for entry level riders.,20.464,46.09,"T ",30-05-2013,NULL
947,HL Touring Handlebars,Handlebars,Components,HL Touring Handlebars,A light yet stiff aluminum bar for long distance riding.,40.6571,91.57,"T ",30-05-2013,NULL
948,Front Brakes,Brakes,Components,Front Brakes,All-weather brake pads; provides superior stopping by applying more surface to the rim.,47.286,106.50,NULL,30-05-2013,NULL
949,LL Crankset,Cranksets,Components,LL Crankset,Super rigid spindle.,77.9176,175.49,NULL,30-05-2013,NULL
950,ML Crankset,Cranksets,Components,ML Crankset,High-strength crank arm.,113.8816,256.49,NULL,30-05-2013,NULL
951,HL Crankset,Cranksets,Components,HL Crankset,Triple crankset; alumunim crank arm; flawless shifting.,179.8156,404.99,NULL,30-05-2013,NULL
952,Chain,Chains,Components,Chain,Superior shifting performance.,8.9866,20.24,NULL,30-05-2013,NULL
953,"Touring-2000 Blue, 60",Touring Bikes,Bikes,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",755.1508,1214.85,"T ",30-05-2013,NULL
954,"Touring-1000 Yellow, 46",Touring Bikes,Bikes,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,1481.9379,2384.07,"T ",30-05-2013,NULL
955,"Touring-1000 Yellow, 50",Touring Bikes,Bikes,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,1481.9379,2384.07,"T ",30-05-2013,NULL
956,"Touring-1000 Yellow, 54",Touring Bikes,Bikes,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,1481.9379,2384.07,"T ",30-05-2013,NULL
957,"Touring-1000 Yellow, 60",Touring Bikes,Bikes,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,1481.9379,2384.07,"T ",30-05-2013,NULL
958,"Touring-3000 Blue, 54",Touring Bikes,Bikes,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",461.4448,742.35,"T ",30-05-2013,NULL
959,"Touring-3000 Blue, 58",Touring Bikes,Bikes,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",461.4448,742.35,"T ",30-05-2013,NULL
960,"Touring-3000 Blue, 62",Touring Bikes,Bikes,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",461.4448,742.35,"T ",30-05-2013,NULL
961,"Touring-3000 Yellow, 44",Touring Bikes,Bikes,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",461.4448,742.35,"T ",30-05-2013,NULL
962,"Touring-3000 Yellow, 50",Touring Bikes,Bikes,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",461.4448,742.35,"T ",30-05-2013,NULL
963,"Touring-3000 Yellow, 54",Touring Bikes,Bikes,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",461.4448,742.35,"T ",30-05-2013,NULL
964,"Touring-3000 Yellow, 58",Touring Bikes,Bikes,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",461.4448,742.35,"T ",30-05-2013,NULL
965,"Touring-3000 Yellow, 62",Touring Bikes,Bikes,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",461.4448,742.35,"T ",30-05-2013,NULL
966,"Touring-1000 Blue, 46",Touring Bikes,Bikes,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,1481.9379,2384.07,"T ",30-05-2013,NULL
967,"Touring-1000 Blue, 50",Touring Bikes,Bikes,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,1481.9379,2384.07,"T ",30-05-2013,NULL
968,"Touring-1000 Blue, 54",Touring Bikes,Bikes,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,1481.9379,2384.07,"T ",30-05-2013,NULL
969,"Touring-1000 Blue, 60",Touring Bikes,Bikes,Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,1481.9379,2384.07,"T ",30-05-2013,NULL
970,"Touring-2000 Blue, 46",Touring Bikes,Bikes,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",755.1508,1214.85,"T ",30-05-2013,NULL
971,"Touring-2000 Blue, 50",Touring Bikes,Bikes,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",755.1508,1214.85,"T ",30-05-2013,NULL
972,"Touring-2000 Blue, 54",Touring Bikes,Bikes,Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",755.1508,1214.85,"T ",30-05-2013,NULL
973,"Road-350-W Yellow, 40",Road Bikes,Bikes,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",1082.51,1700.99,"R ",30-05-2013,NULL
974,"Road-350-W Yellow, 42",Road Bikes,Bikes,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",1082.51,1700.99,"R ",30-05-2013,NULL
975,"Road-350-W Yellow, 44",Road Bikes,Bikes,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",1082.51,1700.99,"R ",30-05-2013,NULL
976,"Road-350-W Yellow, 48",Road Bikes,Bikes,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",1082.51,1700.99,"R ",30-05-2013,NULL
977,"Road-750 Black, 58",Road Bikes,Bikes,Road-750,Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,343.6496,539.99,"R ",30-05-2013,NULL
978,"Touring-3000 Blue, 44",Touring Bikes,Bikes,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",461.4448,742.35,"T ",30-05-2013,NULL
